"Run","cycle","Virulence","Cheat","Spite","MigrationRate","SubpopCarryingCapacity","CheatFreq","SpiteFreq"
0,1,0,0,0,0.03125,9,0,0
0,11,0,0,0,0.03125,9,0,0
0,21,0,0,0,0.03125,9,0,0
0,21,0,0,0,0.03125,9,0,0
1,1,0,0,0,0.0625,9,0,0
1,11,0,0,0,0.0625,9,0,0
1,21,0,0,0,0.0625,9,0,0
1,21,0,0,0,0.0625,9,0,0
10,1,0,0,0,0.125,81,0,0
10,11,0,0,0,0.125,81,0,0
10,21,0,0,0,0.125,81,0,0
10,21,0,0,0,0.125,81,0,0
100,1,1,1,0,0.03125,27,0,0
100,11,1,1,0,0.03125,27,0,0
100,21,1,1,0,0.03125,27,0.0350877,0
100,31,1,1,0,0.03125,27,0,0
100,31,1,1,0,0.03125,27,0,0
1000,1,1,1,0,0.03125,81,0,0
1000,11,1,1,0,0.03125,81,0,0
1000,21,1,1,0,0.03125,81,0.135965,0
1000,31,1,1,0,0.03125,81,0.240964,0
1000,41,1,1,0,0.03125,81,0.0421053,0
1000,51,1,1,0,0.03125,81,0,0
1000,51,1,1,0,0.03125,81,0,0
1001,1,1,1,0,0.0625,81,0,0
1001,11,1,1,0,0.0625,81,0,0
1001,21,1,1,0,0.0625,81,0.0985222,0
1001,31,1,1,0,0.0625,81,0,0
1001,31,1,1,0,0.0625,81,0,0
1002,1,1,1,0,0.125,81,0,0
1002,11,1,1,0,0.125,81,0,0
1002,21,1,1,0,0.125,81,0.0836653,0
1002,31,1,1,0,0.125,81,0.0892857,0
1002,41,1,1,0,0.125,81,0,0
1002,41,1,1,0,0.125,81,0,0
1003,1,1,1,0,0.25,81,0,0
1003,11,1,1,0,0.25,81,0,0
1003,21,1,1,0,0.25,81,0.0889328,0
1003,31,1,1,0,0.25,81,0.163793,0
1003,41,1,1,0,0.25,81,0.173432,0
1003,51,1,1,0,0.25,81,0.273632,0
1003,61,1,1,0,0.25,81,0.321212,0
1003,71,1,1,0,0.25,81,0.282828,0
1003,81,1,1,0,0.25,81,0.303957,0
1003,91,1,1,0,0.25,81,0.540909,0
1003,101,1,1,0,0.25,81,0.725689,0
1003,111,1,1,0,0.25,81,0.754747,0
1003,121,1,1,0,0.25,81,0.703382,0
1003,131,1,1,0,0.25,81,0.773693,0
1003,141,1,1,0,0.25,81,0.811228,0
1003,151,1,1,0,0.25,81,0.838018,0
1003,161,1,1,0,0.25,81,0.836188,0
1003,171,1,1,0,0.25,81,0.915761,0
1003,181,1,1,0,0.25,81,0.915094,0
1003,191,1,1,0,0.25,81,0.942424,0
1003,201,1,1,0,0.25,81,0.955692,0
1003,201,1,1,0,0.25,81,0.955692,0
1004,1,1,1,0,0.03125,243,0,0
1004,11,1,1,0,0.03125,243,0,0
1004,21,1,1,0,0.03125,243,0.144531,0
1004,31,1,1,0,0.03125,243,0.212766,0
1004,41,1,1,0,0.03125,243,0.334711,0
1004,51,1,1,0,0.03125,243,0.479021,0
1004,61,1,1,0,0.03125,243,0.672794,0
1004,71,1,1,0,0.03125,243,0.797909,0
1004,81,1,1,0,0.03125,243,0.866667,0
1004,91,1,1,0,0.03125,243,0.925072,0
1004,101,1,1,0,0.03125,243,0.91863,0
1004,111,1,1,0,0.03125,243,0.918367,0
1004,121,1,1,0,0.03125,243,0.943137,0
1004,131,1,1,0,0.03125,243,0.950893,0
1004,131,1,1,0,0.03125,243,0.950893,0
1005,1,1,1,0,0.0625,243,0,0
1005,11,1,1,0,0.0625,243,0,0
1005,21,1,1,0,0.0625,243,0.107744,0
1005,31,1,1,0,0.0625,243,0.202952,0
1005,41,1,1,0,0.0625,243,0.195312,0
1005,51,1,1,0,0.0625,243,0.219512,0
1005,61,1,1,0,0.0625,243,0.301115,0
1005,71,1,1,0,0.0625,243,0.329588,0
1005,81,1,1,0,0.0625,243,0.531773,0
1005,91,1,1,0,0.0625,243,0.552124,0
1005,101,1,1,0,0.0625,243,0.643505,0
1005,111,1,1,0,0.0625,243,0.689024,0
1005,121,1,1,0,0.0625,243,0.72381,0
1005,131,1,1,0,0.0625,243,0.852807,0
1005,141,1,1,0,0.0625,243,0.878505,0
1005,151,1,1,0,0.0625,243,0.892704,0
1005,161,1,1,0,0.0625,243,0.931148,0
1005,171,1,1,0,0.0625,243,0.935989,0
1005,181,1,1,0,0.0625,243,0.945175,0
1005,191,1,1,0,0.0625,243,0.932318,0
1005,201,1,1,0,0.0625,243,0.956268,0
1005,201,1,1,0,0.0625,243,0.956268,0
1006,1,1,1,0,0.125,243,0,0
1006,11,1,1,0,0.125,243,0,0
1006,21,1,1,0,0.125,243,0.108761,0
1006,31,1,1,0,0.125,243,0.122024,0
1006,41,1,1,0,0.125,243,0.122078,0
1006,51,1,1,0,0.125,243,0.108696,0
1006,61,1,1,0,0.125,243,0.150888,0
1006,71,1,1,0,0.125,243,0.253012,0
1006,81,1,1,0,0.125,243,0.244444,0
1006,91,1,1,0,0.125,243,0.107383,0
1006,101,1,1,0,0.125,243,0.146497,0
1006,111,1,1,0,0.125,243,0.219436,0
1006,121,1,1,0,0.125,243,0.1875,0
1006,131,1,1,0,0.125,243,0.0422535,0
1006,141,1,1,0,0.125,243,0.0216346,0
1006,151,1,1,0,0.125,243,0,0
1006,151,1,1,0,0.125,243,0,0
1007,1,1,1,0,0.25,243,0,0
1007,11,1,1,0,0.25,243,0,0
1007,21,1,1,0,0.25,243,0.118834,0
1007,31,1,1,0,0.25,243,0.155206,0
1007,41,1,1,0,0.25,243,0.0859729,0
1007,51,1,1,0,0.25,243,0.0324074,0
1007,61,1,1,0,0.25,243,0.102752,0
1007,71,1,1,0,0.25,243,0.196078,0
1007,81,1,1,0,0.25,243,0.17451,0
1007,91,1,1,0,0.25,243,0.153986,0
1007,101,1,1,0,0.25,243,0.128748,0
1007,111,1,1,0,0.25,243,0.180894,0
1007,121,1,1,0,0.25,243,0.0782998,0
1007,131,1,1,0,0.25,243,0.0774908,0
1007,141,1,1,0,0.25,243,0.0944056,0
1007,151,1,1,0,0.25,243,0.0972222,0
1007,161,1,1,0,0.25,243,0.224033,0
1007,171,1,1,0,0.25,243,0.227273,0
1007,181,1,1,0,0.25,243,0.328221,0
1007,191,1,1,0,0.25,243,0.351047,0
1007,201,1,1,0,0.25,243,0.18315,0
1007,211,1,1,0,0.25,243,0.169922,0
1007,221,1,1,0,0.25,243,0.249071,0
1007,231,1,1,0,0.25,243,0.212857,0
1007,241,1,1,0,0.25,243,0.180498,0
1007,251,1,1,0,0.25,243,0.27883,0
1007,261,1,1,0,0.25,243,0.306422,0
1007,271,1,1,0,0.25,243,0.367347,0
1007,281,1,1,0,0.25,243,0.51,0
1007,291,1,1,0,0.25,243,0.702811,0
1007,301,1,1,0,0.25,243,0.735446,0
1007,311,1,1,0,0.25,243,0.819712,0
1007,321,1,1,0,0.25,243,0.901639,0
1007,331,1,1,0,0.25,243,0.928224,0
1007,341,1,1,0,0.25,243,0.966625,0
1007,341,1,1,0,0.25,243,0.966625,0
1008,1,1,1,1,0.03125,9,0,0
1008,11,1,1,1,0.03125,9,0,0
1008,21,1,1,1,0.03125,9,0.111111,0.111111
1008,31,1,1,1,0.03125,9,0,0
1008,31,1,1,1,0.03125,9,0,0
1009,1,1,1,1,0.0625,9,0,0
1009,11,1,1,1,0.0625,9,0,0
1009,21,1,1,1,0.0625,9,0.181818,0.181818
1009,31,1,1,1,0.0625,9,0.133333,0.133333
1009,41,1,1,1,0.0625,9,0.0357143,0.0357143
1009,51,1,1,1,0.0625,9,0.0434783,0.0434783
1009,61,1,1,1,0.0625,9,0.321429,0.321429
1009,71,1,1,1,0.0625,9,0.395349,0.395349
1009,81,1,1,1,0.0625,9,0.692308,0.692308
1009,91,1,1,1,0.0625,9,0.890909,0.890909
1009,101,1,1,1,0.0625,9,1,1
1009,101,1,1,1,0.0625,9,1,1
101,1,1,1,0,0.0625,27,0,0
101,11,1,1,0,0.0625,27,0,0
101,21,1,1,0,0.0625,27,0.0852018,0
101,31,1,1,0,0.0625,27,0,0
101,31,1,1,0,0.0625,27,0,0
1010,1,1,1,1,0.125,9,0,0
1010,11,1,1,1,0.125,9,0,0
1010,21,1,1,1,0.125,9,0.0819672,0.0819672
1010,31,1,1,1,0.125,9,0,0
1010,31,1,1,1,0.125,9,0,0
1011,1,1,1,1,0.25,9,0,0
1011,11,1,1,1,0.25,9,0,0
1011,21,1,1,1,0.25,9,0.138686,0.138686
1011,31,1,1,1,0.25,9,0.136364,0.136364
1011,41,1,1,1,0.25,9,0.156522,0.156522
1011,51,1,1,1,0.25,9,0.224719,0.224719
1011,61,1,1,1,0.25,9,0.429907,0.429907
1011,71,1,1,1,0.25,9,0.572464,0.572464
1011,81,1,1,1,0.25,9,0.488889,0.488889
1011,91,1,1,1,0.25,9,0.581633,0.581633
1011,101,1,1,1,0.25,9,0.789474,0.789474
1011,111,1,1,1,0.25,9,0.8625,0.8625
1011,121,1,1,1,0.25,9,0.793103,0.793103
1011,131,1,1,1,0.25,9,0.851852,0.851852
1011,141,1,1,1,0.25,9,0.977778,0.977778
1011,141,1,1,1,0.25,9,0.977778,0.977778
1012,1,1,1,1,0.03125,27,0,0
1012,11,1,1,1,0.03125,27,0,0
1012,21,1,1,1,0.03125,27,0.123529,0.123529
1012,31,1,1,1,0.03125,27,0.202532,0.202532
1012,41,1,1,1,0.03125,27,0.027027,0.027027
1012,51,1,1,1,0.03125,27,0.0588235,0.0588235
1012,61,1,1,1,0.03125,27,0.208696,0.208696
1012,71,1,1,1,0.03125,27,0.0520833,0.0520833
1012,81,1,1,1,0.03125,27,0,0
1012,81,1,1,1,0.03125,27,0,0
1013,1,1,1,1,0.0625,27,0,0
1013,11,1,1,1,0.0625,27,0,0
1013,21,1,1,1,0.0625,27,0.089172,0.089172
1013,31,1,1,1,0.0625,27,0.0215827,0.0215827
1013,41,1,1,1,0.0625,27,0.0555556,0.0555556
1013,51,1,1,1,0.0625,27,0.102273,0.102273
1013,61,1,1,1,0.0625,27,0.047619,0.047619
1013,71,1,1,1,0.0625,27,0.0105263,0.0105263
1013,81,1,1,1,0.0625,27,0,0
1013,81,1,1,1,0.0625,27,0,0
1014,1,1,1,1,0.125,27,0,0
1014,11,1,1,1,0.125,27,0,0
1014,21,1,1,1,0.125,27,0.0901288,0.0901288
1014,31,1,1,1,0.125,27,0.0809717,0.0809717
1014,41,1,1,1,0.125,27,0.0609756,0.0609756
1014,51,1,1,1,0.125,27,0.106061,0.106061
1014,61,1,1,1,0.125,27,0.100529,0.100529
1014,71,1,1,1,0.125,27,0.119497,0.119497
1014,81,1,1,1,0.125,27,0.111111,0.111111
1014,91,1,1,1,0.125,27,0.064,0.064
1014,101,1,1,1,0.125,27,0.0196078,0.0196078
1014,111,1,1,1,0.125,27,0,0
1014,111,1,1,1,0.125,27,0,0
1015,1,1,1,1,0.25,27,0,0
1015,11,1,1,1,0.25,27,0,0
1015,21,1,1,1,0.25,27,0.0854871,0.0854871
1015,31,1,1,1,0.25,27,0.100971,0.100971
1015,41,1,1,1,0.25,27,0.159574,0.159574
1015,51,1,1,1,0.25,27,0.153968,0.153968
1015,61,1,1,1,0.25,27,0.169336,0.169336
1015,71,1,1,1,0.25,27,0.203966,0.203966
1015,81,1,1,1,0.25,27,0.177156,0.177156
1015,91,1,1,1,0.25,27,0.201717,0.201717
1015,101,1,1,1,0.25,27,0.25502,0.25502
1015,111,1,1,1,0.25,27,0.431648,0.431648
1015,121,1,1,1,0.25,27,0.446988,0.446988
1015,131,1,1,1,0.25,27,0.481986,0.481986
1015,141,1,1,1,0.25,27,0.525,0.525
1015,151,1,1,1,0.25,27,0.70943,0.70943
1015,161,1,1,1,0.25,27,0.847245,0.847245
1015,171,1,1,1,0.25,27,0.843721,0.843721
1015,181,1,1,1,0.25,27,0.814685,0.814685
1015,191,1,1,1,0.25,27,0.733216,0.733216
1015,201,1,1,1,0.25,27,0.709735,0.709735
1015,211,1,1,1,0.25,27,0.63986,0.63986
1015,221,1,1,1,0.25,27,0.723626,0.723626
1015,231,1,1,1,0.25,27,0.66962,0.66962
1015,241,1,1,1,0.25,27,0.682161,0.682161
1015,251,1,1,1,0.25,27,0.597328,0.597328
1015,261,1,1,1,0.25,27,0.645418,0.645418
1015,271,1,1,1,0.25,27,0.743326,0.743326
1015,281,1,1,1,0.25,27,0.672535,0.672535
1015,291,1,1,1,0.25,27,0.65977,0.65977
1015,301,1,1,1,0.25,27,0.541219,0.541219
1015,311,1,1,1,0.25,27,0.775393,0.775393
1015,321,1,1,1,0.25,27,0.868895,0.868895
1015,331,1,1,1,0.25,27,0.966035,0.966035
1015,331,1,1,1,0.25,27,0.966035,0.966035
1016,1,1,1,1,0.03125,81,0,0
1016,11,1,1,1,0.03125,81,0,0
1016,21,1,1,1,0.03125,81,0.120968,0.120968
1016,31,1,1,1,0.03125,81,0.0190476,0.0190476
1016,41,1,1,1,0.03125,81,0,0
1016,41,1,1,1,0.03125,81,0,0
1017,1,1,1,1,0.0625,81,0,0
1017,11,1,1,1,0.0625,81,0,0
1017,21,1,1,1,0.0625,81,0.162162,0.162162
1017,31,1,1,1,0.0625,81,0.62069,0.62069
1017,41,1,1,1,0.0625,81,0.890208,0.890208
1017,51,1,1,1,0.0625,81,0.866261,0.866261
1017,61,1,1,1,0.0625,81,0.737705,0.737705
1017,71,1,1,1,0.0625,81,0.260274,0.260274
1017,81,1,1,1,0.0625,81,0.192982,0.192982
1017,91,1,1,1,0.0625,81,0.0265487,0.0265487
1017,101,1,1,1,0.0625,81,0,0
1017,101,1,1,1,0.0625,81,0,0
1018,1,1,1,1,0.125,81,0,0
1018,11,1,1,1,0.125,81,0,0
1018,21,1,1,1,0.125,81,0.0997305,0.0997305
1018,31,1,1,1,0.125,81,0.27957,0.27957
1018,41,1,1,1,0.125,81,0.530494,0.530494
1018,51,1,1,1,0.125,81,0.733751,0.733751
1018,61,1,1,1,0.125,81,0.718673,0.718673
1018,71,1,1,1,0.125,81,0.434837,0.434837
1018,81,1,1,1,0.125,81,0.18797,0.18797
1018,91,1,1,1,0.125,81,0.00492611,0.00492611
1018,101,1,1,1,0.125,81,0,0
1018,101,1,1,1,0.125,81,0,0
1019,1,1,1,1,0.25,81,0,0
1019,11,1,1,1,0.25,81,0,0
1019,21,1,1,1,0.25,81,0.138158,0.138158
1019,31,1,1,1,0.25,81,0.341392,0.341392
1019,41,1,1,1,0.25,81,0.273114,0.273114
1019,51,1,1,1,0.25,81,0.262477,0.262477
1019,61,1,1,1,0.25,81,0.273859,0.273859
1019,71,1,1,1,0.25,81,0.542027,0.542027
1019,81,1,1,1,0.25,81,0.533587,0.533587
1019,91,1,1,1,0.25,81,0.440647,0.440647
1019,101,1,1,1,0.25,81,0.581498,0.581498
1019,111,1,1,1,0.25,81,0.702141,0.702141
1019,121,1,1,1,0.25,81,0.930004,0.930004
1019,131,1,1,1,0.25,81,0.982599,0.982599
1019,131,1,1,1,0.25,81,0.982599,0.982599
102,1,1,1,0,0.125,27,0,0
102,11,1,1,0,0.125,27,0,0
102,21,1,1,0,0.125,27,0.0976096,0
102,31,1,1,0,0.125,27,0.117493,0
102,41,1,1,0,0.125,27,0.107692,0
102,51,1,1,0,0.125,27,0.179724,0
102,61,1,1,0,0.125,27,0.175141,0
102,71,1,1,0,0.125,27,0.272727,0
102,81,1,1,0,0.125,27,0.340361,0
102,91,1,1,0,0.125,27,0.222749,0
102,101,1,1,0,0.125,27,0.286667,0
102,111,1,1,0,0.125,27,0.152941,0
102,121,1,1,0,0.125,27,0,0
102,121,1,1,0,0.125,27,0,0
1020,1,1,1,1,0.03125,243,0,0
1020,11,1,1,1,0.03125,243,0,0
1020,21,1,1,1,0.03125,243,0.100823,0.100823
1020,31,1,1,1,0.03125,243,0.131579,0.131579
1020,41,1,1,1,0.03125,243,0.19883,0.19883
1020,51,1,1,1,0.03125,243,0.0608365,0.0608365
1020,61,1,1,1,0.03125,243,0.149091,0.149091
1020,71,1,1,1,0.03125,243,0.912548,0.912548
1020,81,1,1,1,0.03125,243,0.742857,0.742857
1020,91,1,1,1,0.03125,243,0.802,0.802
1020,101,1,1,1,0.03125,243,0.984127,0.984127
1020,101,1,1,1,0.03125,243,0.984127,0.984127
1021,1,1,1,1,0.0625,243,0,0
1021,11,1,1,1,0.0625,243,0,0
1021,21,1,1,1,0.0625,243,0.126984,0.126984
1021,31,1,1,1,0.0625,243,0.307692,0.307692
1021,41,1,1,1,0.0625,243,0.761821,0.761821
1021,51,1,1,1,0.0625,243,0.926371,0.926371
1021,61,1,1,1,0.0625,243,0.960248,0.960248
1021,61,1,1,1,0.0625,243,0.960248,0.960248
1022,1,1,1,1,0.125,243,0,0
1022,11,1,1,1,0.125,243,0,0
1022,21,1,1,1,0.125,243,0.0841424,0.0841424
1022,31,1,1,1,0.125,243,0.0903427,0.0903427
1022,41,1,1,1,0.125,243,0.731884,0.731884
1022,51,1,1,1,0.125,243,0.950965,0.950965
1022,51,1,1,1,0.125,243,0.950965,0.950965
1023,1,1,1,1,0.25,243,0,0
1023,11,1,1,1,0.25,243,0,0
1023,21,1,1,1,0.25,243,0.0819672,0.0819672
1023,31,1,1,1,0.25,243,0.0960784,0.0960784
1023,41,1,1,1,0.25,243,0.27566,0.27566
1023,51,1,1,1,0.25,243,0.639647,0.639647
1023,61,1,1,1,0.25,243,0.917827,0.917827
1023,71,1,1,1,0.25,243,0.95059,0.95059
1023,71,1,1,1,0.25,243,0.95059,0.95059
1024,1,0,0,0,0.03125,9,0,0
1024,11,0,0,0,0.03125,9,0,0
1024,21,0,0,0,0.03125,9,0,0
1024,21,0,0,0,0.03125,9,0,0
1025,1,0,0,0,0.0625,9,0,0
1025,11,0,0,0,0.0625,9,0,0
1025,21,0,0,0,0.0625,9,0,0
1025,21,0,0,0,0.0625,9,0,0
1026,1,0,0,0,0.125,9,0,0
1026,11,0,0,0,0.125,9,0,0
1026,21,0,0,0,0.125,9,0,0
1026,21,0,0,0,0.125,9,0,0
1027,1,0,0,0,0.25,9,0,0
1027,11,0,0,0,0.25,9,0,0
1027,21,0,0,0,0.25,9,0,0
1027,21,0,0,0,0.25,9,0,0
1028,1,0,0,0,0.03125,27,0,0
1028,11,0,0,0,0.03125,27,0,0
1028,21,0,0,0,0.03125,27,0,0
1028,21,0,0,0,0.03125,27,0,0
1029,1,0,0,0,0.0625,27,0,0
1029,11,0,0,0,0.0625,27,0,0
1029,21,0,0,0,0.0625,27,0,0
1029,21,0,0,0,0.0625,27,0,0
103,1,1,1,0,0.25,27,0,0
103,11,1,1,0,0.25,27,0,0
103,21,1,1,0,0.25,27,0.0997442,0
103,31,1,1,0,0.25,27,0.0792683,0
103,41,1,1,0,0.25,27,0.137255,0
103,51,1,1,0,0.25,27,0.19802,0
103,61,1,1,0,0.25,27,0.0684932,0
103,71,1,1,0,0.25,27,0.0337079,0
103,81,1,1,0,0.25,27,0,0
103,81,1,1,0,0.25,27,0,0
1030,1,0,0,0,0.125,27,0,0
1030,11,0,0,0,0.125,27,0,0
1030,21,0,0,0,0.125,27,0,0
1030,21,0,0,0,0.125,27,0,0
1031,1,0,0,0,0.25,27,0,0
1031,11,0,0,0,0.25,27,0,0
1031,21,0,0,0,0.25,27,0,0
1031,21,0,0,0,0.25,27,0,0
1032,1,0,0,0,0.03125,81,0,0
1032,11,0,0,0,0.03125,81,0,0
1032,21,0,0,0,0.03125,81,0,0
1032,21,0,0,0,0.03125,81,0,0
1033,1,0,0,0,0.0625,81,0,0
1033,11,0,0,0,0.0625,81,0,0
1033,21,0,0,0,0.0625,81,0,0
1033,21,0,0,0,0.0625,81,0,0
1034,1,0,0,0,0.125,81,0,0
1034,11,0,0,0,0.125,81,0,0
1034,21,0,0,0,0.125,81,0,0
1034,21,0,0,0,0.125,81,0,0
1035,1,0,0,0,0.25,81,0,0
1035,11,0,0,0,0.25,81,0,0
1035,21,0,0,0,0.25,81,0,0
1035,21,0,0,0,0.25,81,0,0
1036,1,0,0,0,0.03125,243,0,0
1036,11,0,0,0,0.03125,243,0,0
1036,21,0,0,0,0.03125,243,0,0
1036,21,0,0,0,0.03125,243,0,0
1037,1,0,0,0,0.0625,243,0,0
1037,11,0,0,0,0.0625,243,0,0
1037,21,0,0,0,0.0625,243,0,0
1037,21,0,0,0,0.0625,243,0,0
1038,1,0,0,0,0.125,243,0,0
1038,11,0,0,0,0.125,243,0,0
1038,21,0,0,0,0.125,243,0,0
1038,21,0,0,0,0.125,243,0,0
1039,1,0,0,0,0.25,243,0,0
1039,11,0,0,0,0.25,243,0,0
1039,21,0,0,0,0.25,243,0,0
1039,21,0,0,0,0.25,243,0,0
104,1,1,1,0,0.03125,81,0,0
104,11,1,1,0,0.03125,81,0,0
104,21,1,1,0,0.03125,81,0.0729167,0
104,31,1,1,0,0.03125,81,0.0471698,0
104,41,1,1,0,0.03125,81,0,0
104,41,1,1,0,0.03125,81,0,0
1040,1,0,0,1,0.03125,9,0,0
1040,11,0,0,1,0.03125,9,0,0
1040,21,0,0,1,0.03125,9,0,0.0645161
1040,21,0,0,1,0.03125,9,0,0.0645161
1041,1,0,0,1,0.0625,9,0,0
1041,11,0,0,1,0.0625,9,0,0
1041,21,0,0,1,0.0625,9,0,0.0612245
1041,21,0,0,1,0.0625,9,0,0.0612245
1042,1,0,0,1,0.125,9,0,0
1042,11,0,0,1,0.125,9,0,0
1042,21,0,0,1,0.125,9,0,0.047619
1042,21,0,0,1,0.125,9,0,0.047619
1043,1,0,0,1,0.25,9,0,0
1043,11,0,0,1,0.25,9,0,0
1043,21,0,0,1,0.25,9,0,0.0962343
1043,21,0,0,1,0.25,9,0,0.0962343
1044,1,0,0,1,0.03125,27,0,0
1044,11,0,0,1,0.03125,27,0,0
1044,21,0,0,1,0.03125,27,0,0.0240964
1044,21,0,0,1,0.03125,27,0,0.0240964
1045,1,0,0,1,0.0625,27,0,0
1045,11,0,0,1,0.0625,27,0,0
1045,21,0,0,1,0.0625,27,0,0.0979021
1045,21,0,0,1,0.0625,27,0,0.0979021
1046,1,0,0,1,0.125,27,0,0
1046,11,0,0,1,0.125,27,0,0
1046,21,0,0,1,0.125,27,0,0.0962025
1046,21,0,0,1,0.125,27,0,0.0962025
1047,1,0,0,1,0.25,27,0,0
1047,11,0,0,1,0.25,27,0,0
1047,21,0,0,1,0.25,27,0,0.102022
1047,21,0,0,1,0.25,27,0,0.102022
1048,1,0,0,1,0.03125,81,0,0
1048,11,0,0,1,0.03125,81,0,0
1048,21,0,0,1,0.03125,81,0,0.104167
1048,21,0,0,1,0.03125,81,0,0.104167
1049,1,0,0,1,0.0625,81,0,0
1049,11,0,0,1,0.0625,81,0,0
1049,21,0,0,1,0.0625,81,0,0.112554
1049,21,0,0,1,0.0625,81,0,0.112554
105,1,1,1,0,0.0625,81,0,0
105,11,1,1,0,0.0625,81,0,0
105,21,1,1,0,0.0625,81,0.0846154,0
105,31,1,1,0,0.0625,81,0,0
105,31,1,1,0,0.0625,81,0,0
1050,1,0,0,1,0.125,81,0,0
1050,11,0,0,1,0.125,81,0,0
1050,21,0,0,1,0.125,81,0,0.0654762
1050,21,0,0,1,0.125,81,0,0.0654762
1051,1,0,0,1,0.25,81,0,0
1051,11,0,0,1,0.25,81,0,0
1051,21,0,0,1,0.25,81,0,0.0875
1051,21,0,0,1,0.25,81,0,0.0875
1052,1,0,0,1,0.03125,243,0,0
1052,11,0,0,1,0.03125,243,0,0
1052,21,0,0,1,0.03125,243,0,0.729167
1052,21,0,0,1,0.03125,243,0,0.729167
1053,1,0,0,1,0.0625,243,0,0
1053,11,0,0,1,0.0625,243,0,0
1053,21,0,0,1,0.0625,243,0,0.537037
1053,21,0,0,1,0.0625,243,0,0.537037
1054,1,0,0,1,0.125,243,0,0
1054,11,0,0,1,0.125,243,0,0
1054,21,0,0,1,0.125,243,0,0.0865385
1054,21,0,0,1,0.125,243,0,0.0865385
1055,1,0,0,1,0.25,243,0,0
1055,11,0,0,1,0.25,243,0,0
1055,21,0,0,1,0.25,243,0,0.0942982
1055,21,0,0,1,0.25,243,0,0.0942982
1056,1,0,1,0,0.03125,9,0,0
1056,11,0,1,0,0.03125,9,0,0
1056,21,0,1,0,0.03125,9,0.0810811,0
1056,31,0,1,0,0.03125,9,0.157895,0
1056,41,0,1,0,0.03125,9,0.037037,0
1056,51,0,1,0,0.03125,9,0,0
1056,51,0,1,0,0.03125,9,0,0
1057,1,0,1,0,0.0625,9,0,0
1057,11,0,1,0,0.0625,9,0,0
1057,21,0,1,0,0.0625,9,0.0208333,0
1057,31,0,1,0,0.0625,9,0,0
1057,31,0,1,0,0.0625,9,0,0
1058,1,0,1,0,0.125,9,0,0
1058,11,0,1,0,0.125,9,0,0
1058,21,0,1,0,0.125,9,0.0909091,0
1058,31,0,1,0,0.125,9,0.308511,0
1058,41,0,1,0,0.125,9,0.164179,0
1058,51,0,1,0,0.125,9,0.275862,0
1058,61,0,1,0,0.125,9,0.368421,0
1058,71,0,1,0,0.125,9,0.436364,0
1058,81,0,1,0,0.125,9,0.166667,0
1058,91,0,1,0,0.125,9,0.175,0
1058,101,0,1,0,0.125,9,0.5,0
1058,111,0,1,0,0.125,9,0.0769231,0
1058,121,0,1,0,0.125,9,0,0
1058,121,0,1,0,0.125,9,0,0
1059,1,0,1,0,0.25,9,0,0
1059,11,0,1,0,0.25,9,0,0
1059,21,0,1,0,0.25,9,0.144068,0
1059,31,0,1,0,0.25,9,0.39,0
1059,41,0,1,0,0.25,9,0.561404,0
1059,51,0,1,0,0.25,9,0.634831,0
1059,61,0,1,0,0.25,9,0.872093,0
1059,71,0,1,0,0.25,9,1,0
1059,71,0,1,0,0.25,9,1,0
106,1,1,1,0,0.125,81,0,0
106,11,1,1,0,0.125,81,0,0
106,21,1,1,0,0.125,81,0.16129,0
106,31,1,1,0,0.125,81,0.332278,0
106,41,1,1,0,0.125,81,0.551111,0
106,51,1,1,0,0.125,81,0.597015,0
106,61,1,1,0,0.125,81,0.586331,0
106,71,1,1,0,0.125,81,0.65704,0
106,81,1,1,0,0.125,81,0.689744,0
106,91,1,1,0,0.125,81,0.785235,0
106,101,1,1,0,0.125,81,0.814741,0
106,111,1,1,0,0.125,81,0.823088,0
106,121,1,1,0,0.125,81,0.882503,0
106,131,1,1,0,0.125,81,0.952258,0
106,131,1,1,0,0.125,81,0.952258,0
1060,1,0,1,0,0.03125,27,0,0
1060,11,0,1,0,0.03125,27,0,0
1060,21,0,1,0,0.03125,27,0.0503597,0
1060,31,0,1,0,0.03125,27,0.029703,0
1060,41,0,1,0,0.03125,27,0,0
1060,41,0,1,0,0.03125,27,0,0
1061,1,0,1,0,0.0625,27,0,0
1061,11,0,1,0,0.0625,27,0,0
1061,21,0,1,0,0.0625,27,0.0659341,0
1061,31,0,1,0,0.0625,27,0,0
1061,31,0,1,0,0.0625,27,0,0
1062,1,0,1,0,0.125,27,0,0
1062,11,0,1,0,0.125,27,0,0
1062,21,0,1,0,0.125,27,0.127807,0
1062,31,0,1,0,0.125,27,0.134615,0
1062,41,0,1,0,0.125,27,0.153361,0
1062,51,0,1,0,0.125,27,0.132479,0
1062,61,0,1,0,0.125,27,0.158163,0
1062,71,0,1,0,0.125,27,0.0853659,0
1062,81,0,1,0,0.125,27,0.05,0
1062,91,0,1,0,0.125,27,0.180952,0
1062,101,0,1,0,0.125,27,0.150685,0
1062,111,0,1,0,0.125,27,0.174825,0
1062,121,0,1,0,0.125,27,0.0952381,0
1062,131,0,1,0,0.125,27,0.0149254,0
1062,141,0,1,0,0.125,27,0.0597015,0
1062,151,0,1,0,0.125,27,0.048951,0
1062,161,0,1,0,0.125,27,0.0580645,0
1062,171,0,1,0,0.125,27,0.119266,0
1062,181,0,1,0,0.125,27,0.145078,0
